season,manager,phase,player_raw,player,pos,team,price,fpl_points,fpl_minutes,matched
2016-17,Ambrose,settled,Mkhitaryan,Mkhitaryan,MID,,400,73,1348,yes
2016-17,Ambrose,settled,De Bruyne,De Bruyne,MID,,360,199,2877,yes
2016-17,Ambrose,settled,Willian,Willian,MID,,275,114,1534,yes
2016-17,Ambrose,settled,Willian,Willian,MID,,200,114,1534,yes
2016-17,Ambrose,settled,Lamela,Lamela,MID,,120,28,595,yes
2016-17,Ambrose,settled,Lloris,Lloris,GK,,100,143,3004,yes
2016-17,Ambrose,settled,A Williams,Williams,DEF,,100,127,3160,yes
2016-17,Ambrose,settled,Rooney,Rooney,FWD,,100,76,1540,yes
2016-17,Ambrose,settled,Nolito,Nolito,MID,,100,54,777,yes
2016-17,Ambrose,settled,Clyne,Clyne,DEF,,35,129,3323,yes
2016-17,Ambrose,settled,Martial,Martial,MID,,26,95,1553,yes
2016-17,Ambrose,settled,A Gray,Gray,FWD,,8,108,2260,yes
2016-17,Ambrose,settled,Rondon,Rondón,FWD,,7,118,2892,yes
2016-17,Ambrose,settled,Forster,Forster,GK,,2,134,3420,yes
2016-17,Ambrose,settled,Simpson,Simpson,DEF,,1,85,2988,yes
2016-17,Ambrose,settled,D Sakho,Sakho,FWD,,1,12,181,yes
2016-17,Ambrose,settled,Gundogan,Gündogan,MID,,1,41,704,yes
2016-17,Ambrose,settled,Gabriel,Gabriel,DEF,,1,45,1517,yes
2016-17,Arj,settled,Zlatan,Ibrahimovic,FWD,,510,163,2438,yes
2016-17,Arj,settled,Hazard,Hazard,MID,,430,224,2985,yes
2016-17,Arj,settled,Eriksen,Eriksen,MID,,260,218,3159,yes
2016-17,Arj,settled,Payet,Payet,MID,,240,81,1513,yes
2016-17,Arj,settled,Slimani,Slimani,FWD,,175,83,1281,yes
2016-17,Arj,settled,Tadic,Tadic,MID,,130,108,2411,yes
2016-17,Arj,settled,Coutinho,Coutinho,MID,,100,171,2228,yes
2016-17,Arj,settled,Rose,Rose,DEF,,55,84,1530,yes
2016-17,Arj,settled,Fuchs,Fuchs,DEF,,50,104,3103,yes
2016-17,Arj,settled,van Dijk,van Dijk,DEF,,40,75,1852,yes
2016-17,Arj,settled,Long,Long,FWD,,30,57,1262,yes
2016-17,Arj,settled,Zouma,Zouma,DEF,,21,15,250,yes
2016-17,Arj,settled,Foster,Foster,GK,,1,113,3420,yes
2016-17,Arj,settled,Origi,Origi,FWD,,1,96,1469,yes
2016-17,Arj,settled,Success,Success,MID,,1,28,519,yes
2016-17,Arj,settled,A Valencia,Valencia,DEF,,1,120,2483,yes
2016-17,Arj,settled,Mustafi,Mustafi,DEF,,1,90,2274,yes
2016-17,Arj,settled,Karius,Karius,GK,,1,32,900,yes
2016-17,Lakshman,settled,Kane,Kane,FWD,,430,224,2523,yes
2016-17,Lakshman,settled,Aguero,Agüero,FWD,,410,175,2404,yes
2016-17,Lakshman,settled,Mahrez,Mahrez,MID,,270,120,2826,yes
2016-17,Lakshman,settled,Courtois,Courtois,GK,,170,141,3240,yes
2016-17,Lakshman,settled,Bailly,Bailly,DEF,,150,105,2058,yes
2016-17,Lakshman,settled,Sagna,Sagna,DEF,,100,55,1346,yes
2016-17,Lakshman,settled,A Ayew,Ayew,MID,,100,89,1439,yes
2016-17,Lakshman,settled,Snodgrass,Snodgrass,MID,,40,133,2548,yes
2016-17,Lakshman,settled,Kompany,Kompany,DEF,,26,57,820,yes
2016-17,Lakshman,settled,Mata,Mata,MID,,10,102,1614,yes
2016-17,Lakshman,settled,Bertrand,Bertrand,DEF,,7,123,2507,yes
2016-17,Lakshman,settled,Shawcross,Shawcross,DEF,,6,94,3150,yes
2016-17,Lakshman,settled,Cedric,Cédric,DEF,,3,102,2515,yes
2016-17,Lakshman,settled,A Hernandez,Hernández,FWD,,1,72,1425,yes
2016-17,Lakshman,settled,Henderson,Henderson,MID,,1,73,2116,yes
2016-17,Lakshman,settled,Xhaka,Xhaka,MID,,1,85,2483,yes
2016-17,Lakshman,settled,Walcott,Walcott,MID,,1,122,1916,yes
2016-17,Lakshman,settled,Luiz,David Luiz,DEF,,1,132,2954,yes
2016-17,Margit,settled,Bellerin,Bellerín,DEF,,270,119,2503,yes
2016-17,Margit,settled,Vardy,Vardy,FWD,,260,161,2801,yes
2016-17,Margit,settled,Allen,Allen,MID,,201,118,2930,yes
2016-17,Margit,settled,Barkley,Barkley,MID,,170,144,2900,yes
2016-17,Margit,settled,Cech,Cech,GK,,150,134,3097,yes
2016-17,Margit,settled,Azpilicueta,Azpilicueta,DEF,,140,170,3420,yes
2016-17,Margit,settled,Fonte,Fonte,DEF,,100,98,2934,yes
2016-17,Margit,settled,Defoe,Defoe,FWD,,100,166,3322,yes
2016-17,Margit,settled,Vertonghen,Vertonghen,DEF,,51,126,2894,yes
2016-17,Margit,settled,Kolarov,Kolarov,DEF,,43,95,2535,yes
2016-17,Margit,settled,Bolasie,Bolasie,MID,,36,45,1048,yes
2016-17,Margit,settled,C Wilson,Marc Wilson,DEF,,35,0,255,yes
2016-17,Margit,settled,Janssen,Janssen,FWD,,29,55,845,yes
2016-17,Margit,settled,Kante,Kanté,MID,,19,83,3138,yes
2016-17,Margit,settled,Berahino,Berahino,FWD,,3,26,963,yes
2016-17,Margit,settled,Kouyate,Kouyaté,MID,,1,79,2723,yes
2016-17,Margit,settled,Stanislas,Stanislas,MID,,1,107,1467,yes
2016-17,Margit,settled,Monreal,Monreal,DEF,,1,115,3153,yes
2016-17,Milo,settled,Ozil,Özil,MID,,240,167,2841,yes
2016-17,Milo,settled,Koscielny,Koscielny,DEF,,210,121,2821,yes
2016-17,Milo,settled,Giroud,Giroud,FWD,,190,116,1206,yes
2016-17,Milo,settled,Shaw,Shaw,DEF,,180,45,688,yes
2016-17,Milo,settled,Silva,Silva,MID,,150,130,2760,yes
2016-17,Milo,settled,Shaqiri,Shaqiri,MID,,140,80,1699,yes
2016-17,Milo,settled,Ighalo,Ighalo,FWD,,140,39,1291,yes
2016-17,Milo,settled,Stones,Stones,DEF,,120,59,2014,yes
2016-17,Milo,settled,Schmeichel,Schmeichel,GK,,110,109,2666,yes
2016-17,Milo,settled,Wijnaldum,Wijnaldum,MID,,110,149,2974,yes
2016-17,Milo,settled,Sterling,Sterling,MID,,80,149,2509,yes
2016-17,Milo,settled,Vokes,Vokes,FWD,,26,121,2064,yes
2016-17,Milo,settled,Oscar,Oscar,MID,,6,17,455,yes
2016-17,Milo,settled,Cabaye,Cabaye,MID,,5,91,2125,yes
2016-17,Milo,settled,Huth,Huth,DEF,,2,88,2926,yes
2016-17,Milo,settled,Rashford,Rashford,FWD,,1,76,1712,yes
2016-17,Milo,settled,Darmian,Darmian,DEF,,1,70,1333,yes
2016-17,Milo,settled,De Gea,de Gea,GK,,1,136,3150,yes
2016-17,Robbie,settled,Alexis,Sánchez,MID,,390,264,3217,yes
2016-17,Robbie,settled,M Alonso,Alonso,DEF,,270,177,2693,yes
2016-17,Robbie,settled,Alli,Alli,MID,,190,225,3036,yes
2016-17,Robbie,settled,Firmino,Firmino,MID,,160,180,3062,yes
2016-17,Robbie,settled,Coleman,Coleman,DEF,,150,133,2316,yes
2016-17,Robbie,settled,Sigurdsson,Sigurdsson,MID,,140,181,3327,yes
2016-17,Robbie,settled,Butland,Butland,GK,,110,20,450,yes
2016-17,Robbie,settled,Antonio,Antonio,MID,,75,132,2433,yes
2016-17,Robbie,settled,Benteke,Christian Benteke,FWD,,60,136,3131,yes
2016-17,Robbie,settled,Negredo,Negredo,FWD,,45,130,2872,yes
2016-17,Robbie,settled,Redmond,Redmond,MID,,20,126,2898,yes
2016-17,Robbie,settled,Carroll,Carroll,FWD,,3,69,1312,yes
2016-17,Robbie,settled,Morgan,Morgan,DEF,,2,63,2430,yes
2016-17,Robbie,settled,Austin,Austin,FWD,,1,62,934,yes
2016-17,Robbie,settled,Musa,Musa,FWD,,1,39,761,yes
2016-17,Robbie,settled,Daniels,Daniels,DEF,,1,134,3060,yes
2016-17,Robbie,settled,Matip,Matip,DEF,,1,97,2457,yes
2016-17,Robbie,settled,Heaton,Heaton,GK,,1,149,3150,yes
2016-17,Varun,settled,Pogba,Pogba,MID,,260,115,2608,yes
2016-17,Varun,settled,Lukaku,Lukaku,FWD,,260,221,3266,yes
2016-17,Varun,settled,Alderweireld,Alderweireld,DEF,,190,120,2601,yes
2016-17,Varun,settled,Baines,Baines,DEF,,150,135,2819,yes
2016-17,Varun,settled,Walker,Walker,DEF,,150,142,2701,yes
2016-17,Varun,settled,Costa,Costa,FWD,,140,196,3083,yes
2016-17,Varun,settled,Stekelenburg,Stekelenburg,GK,,130,68,1683,yes
2016-17,Varun,settled,Deeney,Deeney,FWD,,120,130,2944,yes
2016-17,Varun,settled,Ramsey,Ramsey,MID,,100,56,1236,yes
2016-17,Varun,settled,Mane,Mané,MID,,100,156,2242,yes
2016-17,Varun,settled,Arnautovic,Arnautovic,MID,,100,117,2713,yes
2016-17,Varun,settled,Lallana,Lallana,MID,,50,139,2338,yes
2016-17,Varun,settled,Otamendi,Otamendi,DEF,,29,100,2592,yes
2016-17,Varun,settled,Cahill,Cahill,DEF,,17,178,3296,yes
2016-17,Varun,settled,Albrighton,Albrighton,MID,,10,95,2412,yes
2016-17,Varun,settled,Boruc,Boruc,GK,,3,120,3150,yes
2016-17,Varun,settled,Noble,Noble,MID,,1,71,2389,yes
2016-17,Varun,settled,Chadli,Chadli,MID,,1,110,2135,yes
2017-18,Ambrose,settled,Lacazette,Lacazette,FWD,,470,138,2197,yes
2017-18,Ambrose,settled,De Bruyne,De Bruyne,MID,,400,209,3073,yes
2017-18,Ambrose,settled,Mkhitaryan,Mkhitaryan,MID,,300,107,1712,yes
2017-18,Ambrose,auction,Martial,Martial,MID,,290,125,1572,yes
2017-18,Ambrose,settled,Sané,Sané,MID,,200,179,2415,yes
2017-18,Ambrose,settled,Chicharito,Chicharito,FWD,,200,93,1537,yes
2017-18,Ambrose,settled,Mata,Mata,MID,,100,100,1919,yes
2017-18,Ambrose,settled,De Gea,De Gea,GK,,85,172,3330,yes
2017-18,Ambrose,settled,Courtois,Courtois,GK,,60,136,3150,yes
2017-18,Ambrose,rebid,Arnautovic,Arnautovic,MID,,46,144,2309,yes
2017-18,Ambrose,rebid,Kenny,Kenny,DEF,,45,50,1589,yes
2017-18,Ambrose,settled,Valencia,Valencia,DEF,,40,146,2741,yes
2017-18,Ambrose,rebid,Forster,Forster,GK,,5,73,1800,yes
2017-18,Ambrose,rebid,Gomez,Gomez,DEF,,5,86,1901,yes
2017-18,Ambrose,auction,Pickford,Pickford,GK,,1,145,3420,yes
2017-18,Ambrose,auction,Christensen,Christensen,DEF,,1,79,2067,yes
2017-18,Ambrose,auction,Pedro,Pedro,MID,,1,81,1511,yes
2017-18,Ambrose,rebid,Matip,Matip,DEF,,1,81,1995,yes
2017-18,Ambrose,rebid,Benteke,Benteke,FWD,,1,84,2234,yes
2017-18,Ambrose,rebid,Callum Wilson,Wilson,FWD,,1,102,1981,yes
2017-18,Ambrose,settled,Rüdiger,Rüdiger,DEF,,1,115,2336,yes
2017-18,Ambrose,settled,Knockaert,Knockaert,MID,,1,88,2415,yes
2017-18,Ambrose,settled,Gayle,Gayle,FWD,,1,94,1946,yes
2017-18,Ambrose,settled,Clyne,Clyne,DEF,,1,7,173,yes
2017-18,Ambrose,settled,Danilo,Danilo,DEF,,1,100,1340,yes
2017-18,Ambrose,settled,Matip,Matip,DEF,,1,81,1995,yes
2017-18,Dinesh,settled,Morata,Morata,FWD,,420,122,2055,yes
2017-18,Dinesh,settled,Jesus,Jesus,FWD,,380,126,1660,yes
2017-18,Dinesh,settled,Eriksen,Eriksen,MID,,320,199,3218,yes
2017-18,Dinesh,settled,Zaha,Zaha,MID,,220,136,2549,yes
2017-18,Dinesh,settled,Rashford,Rashford,FWD,,220,104,1799,yes
2017-18,Dinesh,rebid,Lingard,Lingard,MID,,215,128,1807,yes
2017-18,Dinesh,auction,Bellerín,Bellerín,DEF,,200,132,3050,yes
2017-18,Dinesh,settled,David Luiz,David Luiz,DEF,,140,32,838,yes
2017-18,Dinesh,settled,Bellerín,Bellerín,DEF,,110,132,3050,yes
2017-18,Dinesh,auction,Vertonghen,Vertonghen,DEF,,95,138,3203,yes
2017-18,Dinesh,settled,Lindelöf,Lindelöf,DEF,,70,47,1284,yes
2017-18,Dinesh,auction,Doucouré,Doucouré,MID,,65,136,3324,yes
2017-18,Dinesh,settled,Lloris,Lloris,GK,,65,144,3240,yes
2017-18,Dinesh,auction,Courtois,Courtois,GK,,60,136,3150,yes
2017-18,Dinesh,rebid,Trippier,Trippier,DEF,,55,113,1912,yes
2017-18,Dinesh,auction,Welbeck,Welbeck,FWD,,50,70,1178,yes
2017-18,Dinesh,auction,Lloris,Lloris,GK,,47,144,3240,yes
2017-18,Dinesh,auction,Yoshida,Yoshida,DEF,,47,76,2049,yes
2017-18,Dinesh,rebid,Groß,Groß,MID,,30,164,2928,yes
2017-18,Dinesh,auction,Mustafi,Mustafi,DEF,,25,109,2272,yes
2017-18,Dinesh,auction,Son,Son,MID,,5,178,2292,yes
2017-18,Dinesh,rebid,Ryan,Ryan,GK,,1,146,3420,yes
2017-18,Dinesh,rebid,Xhaka,Xhaka,MID,,1,109,3259,yes
2017-18,Dinesh,rebid,Allen,Allen,MID,,1,109,3139,yes
2017-18,Dinesh,rebid,Calvert-Lewin,Calvert-Lewin,FWD,,1,88,1871,yes
2017-18,Dinesh,settled,Zouma,Zouma,DEF,,1,87,2887,yes
2017-18,Dinesh,settled,Herrera,Herrera,MID,,1,44,1257,yes
2017-18,Dinesh,settled,Fuchs,Fuchs,DEF,,1,57,1917,yes
2017-18,Dinesh,settled,Barkley,Barkley,MID,,1,3,129,yes
2017-18,Dinesh,settled,Mahrez,Mahrez,MID,,1,195,2948,yes
2017-18,Dinesh,settled,Boruc,Boruc,GK,,1,0,0,yes
2017-18,Farhaan,auction,Jesus,Jesus,FWD,,510,126,1660,yes
2017-18,Farhaan,settled,Agüero,Agüero,FWD,,400,169,1960,yes
2017-18,Farhaan,settled,Özil,Özil,MID,,340,112,2161,yes
2017-18,Farhaan,settled,Iheanacho,Iheanacho,FWD,,170,54,818,yes
2017-18,Farhaan,auction,Chicharito,Chicharito,FWD,,150,93,1537,yes
2017-18,Farhaan,settled,Son,Son,MID,,150,178,2292,yes
2017-18,Farhaan,rebid,Wilshere,Wilshere,MID,,145,46,1185,yes
2017-18,Farhaan,auction,Alderweireld,Alderweireld,DEF,,100,43,1177,yes
2017-18,Farhaan,auction,Mata,Mata,MID,,100,100,1919,yes
2017-18,Farhaan,rebid,van Dijk,van Dijk,DEF,,100,78,2253,yes
2017-18,Farhaan,settled,Wijnaldum,Wijnaldum,MID,,100,85,2381,yes
2017-18,Farhaan,settled,Cech,Cech,GK,,63,124,3039,yes
2017-18,Farhaan,rebid,Courtois,Courtois,GK,,62,136,3150,yes
2017-18,Farhaan,auction,Stones,Stones,DEF,,50,70,1301,yes
2017-18,Farhaan,auction,Diouf,Diouf,FWD,,50,99,2592,yes
2017-18,Farhaan,settled,Kolasinac,Kolasinac,DEF,,50,108,2146,yes
2017-18,Farhaan,auction,Smalling,Smalling,DEF,,45,123,2535,yes
2017-18,Farhaan,rebid,Carroll,Carroll,FWD,,35,36,742,yes
2017-18,Farhaan,auction,Mahrez,Mahrez,MID,,20,195,2948,yes
2017-18,Farhaan,settled,Cahill,Cahill,DEF,,20,74,2082,yes
2017-18,Farhaan,rebid,Mustafi,Mustafi,DEF,,10,109,2272,yes
2017-18,Farhaan,settled,Deeney,Deeney,FWD,,10,73,1836,yes
2017-18,Farhaan,rebid,Okazaki,Okazaki,FWD,,6,76,1314,yes
2017-18,Farhaan,auction,Shaqiri,Shaqiri,MID,,1,155,3039,yes
2017-18,Farhaan,auction,Brady,Brady,MID,,1,56,1277,yes
2017-18,Farhaan,rebid,Tomkins,Tomkins,DEF,,1,99,2386,yes
2017-18,Farhaan,settled,Milner,Milner,DEF,,1,77,1759,yes
2017-18,Farhaan,settled,Bakayoko,Bakayoko,MID,,1,77,2121,yes
2017-18,Farhaan,settled,van Aanholt,van Aanholt,DEF,,1,95,2182,yes
2017-18,Farhaan,settled,Xhaka,Xhaka,MID,,1,109,3259,yes
2017-18,Farhaan,settled,Moses,Moses,DEF,,1,131,2109,yes
2017-18,Farhaan,settled,Hart,Hart,GK,,1,59,1710,yes
2017-18,Lakshman,settled,Lukaku,Lukaku,FWD,,560,162,2866,yes
2017-18,Lakshman,settled,Mané,Mané,MID,,380,147,2189,yes
2017-18,Lakshman,settled,Alli,Alli,MID,,380,175,2957,yes
2017-18,Lakshman,auction,Monreal,Monreal,DEF,,260,130,2241,yes
2017-18,Lakshman,settled,Coutinho,Coutinho,MID,,200,103,1109,yes
2017-18,Lakshman,settled,Walker,Walker,DEF,,110,138,2784,yes
2017-18,Lakshman,settled,Alderweireld,Alderweireld,DEF,,100,43,1177,yes
2017-18,Lakshman,rebid,Davies,Davies,DEF,,85,143,2323,yes
2017-18,Lakshman,settled,Azpilicueta,Azpilicueta,DEF,,36,175,3330,yes
2017-18,Lakshman,auction,Sterling,Sterling,MID,,35,229,2584,yes
2017-18,Lakshman,settled,A Ayew,André Ayew,MID,,33,77,1834,yes
2017-18,Lakshman,auction,Pogba,Pogba,MID,,30,138,2145,yes
2017-18,Lakshman,settled,Trippier,Trippier,DEF,,14,113,1912,yes
2017-18,Lakshman,settled,Mustafi,Mustafi,DEF,,11,109,2272,yes
2017-18,Lakshman,rebid,Maguire,Maguire,DEF,,10,117,3420,yes
2017-18,Lakshman,rebid,Lössl,Lössl,GK,,8,135,3420,yes
2017-18,Lakshman,settled,Willian,Willian,MID,,2,130,1874,yes
2017-18,Lakshman,auction,Butland,Butland,GK,,1,125,3150,yes
2017-18,Lakshman,auction,Lössl,Lössl,GK,,1,135,3420,yes
2017-18,Lakshman,auction,Schindler,Schindler,DEF,,1,102,3264,yes
2017-18,Lakshman,auction,Fellaini,Fellaini,MID,,1,47,611,yes
2017-18,Lakshman,auction,Gray,Gray,FWD,,1,79,1486,yes
2017-18,Lakshman,rebid,Foster,Foster,GK,,1,123,3330,yes
2017-18,Lakshman,rebid,Mee,Mee,DEF,,1,90,2610,yes
2017-18,Lakshman,rebid,Chicharito,Chicharito,FWD,,1,93,1537,yes
2017-18,Lakshman,rebid,Diouf,Diouf,FWD,,1,99,2592,yes
2017-18,Lakshman,settled,Ederson,Ederson,GK,,1,158,3195,yes
2017-18,Lakshman,settled,Rooney,Rooney,FWD,,1,113,2265,yes
2017-18,Lakshman,settled,Llorente,Llorente,FWD,,1,22,224,yes
2017-18,Lakshman,settled,Butland,Butland,GK,,1,125,3150,yes
2017-18,Milo,settled,Hazard,Hazard,MID,,420,173,2417,yes
2017-18,Milo,auction,Salah,Salah,MID,,370,303,2905,yes
2017-18,Milo,settled,Salah,Salah,MID,,340,303,2905,yes
2017-18,Milo,auction,David Silva,David Silva,MID,,300,169,2431,yes
2017-18,Milo,auction,Agüero,Agüero,FWD,,300,169,1960,yes
2017-18,Milo,settled,Firmino,Firmino,FWD,,250,181,2760,yes
2017-18,Milo,settled,Pogba,Pogba,MID,,240,138,2145,yes
2017-18,Milo,settled,Costa,Costa,FWD,,200,0,0,yes
2017-18,Milo,auction,Bailly,Bailly,DEF,,190,55,1000,yes
2017-18,Milo,rebid,Son,Son,MID,,160,178,2292,yes
2017-18,Milo,rebid,Rooney,Rooney,FWD,,130,113,2265,yes
2017-18,Milo,rebid,Danilo,Danilo,DEF,,105,100,1340,yes
2017-18,Milo,settled,Phillips,Phillips,MID,,100,81,2087,yes
2017-18,Milo,auction,Davies,Davies,DEF,,95,143,2323,yes
2017-18,Milo,auction,Otamendi,Otamendi,DEF,,90,156,2966,yes
2017-18,Milo,rebid,Valencia,Valencia,DEF,,85,146,2741,yes
2017-18,Milo,settled,Vertonghen,Vertonghen,DEF,,60,138,3203,yes
2017-18,Milo,rebid,Pope,Pope,GK,,52,152,3114,yes
2017-18,Milo,auction,Jones,Jones,DEF,,50,116,1973,yes
2017-18,Milo,settled,Mendy,Mendy,DEF,,50,20,360,yes
2017-18,Milo,settled,Koscielny,Koscielny,DEF,,50,100,2225,yes
2017-18,Milo,settled,Bailly,Bailly,DEF,,50,55,1000,yes
2017-18,Milo,auction,Forster,Forster,GK,,45,73,1800,yes
2017-18,Milo,settled,Heaton,Heaton,GK,,30,8,305,yes
2017-18,Milo,auction,Ward,Ward,DEF,,10,102,2460,yes
2017-18,Milo,rebid,Young,Young,MID,,10,98,2444,yes
2017-18,Milo,auction,Schmeichel,Schmeichel,GK,,1,123,2965,yes
2017-18,Milo,auction,Ritchie,Ritchie,MID,,1,116,2802,yes
2017-18,Milo,auction,Groß,Groß,MID,,1,164,2928,yes
2017-18,Milo,auction,Wood,Wood,FWD,,1,104,1621,yes
2017-18,Milo,auction,Abraham,Abraham,FWD,,1,86,1715,yes
2017-18,Milo,rebid,Fabianski,Fabianski,GK,,1,157,3420,yes
2017-18,Milo,rebid,Depoitre,Depoitre,FWD,,1,94,1807,yes
2017-18,Milo,settled,van Dijk,van Dijk,DEF,,1,78,2253,yes
2017-18,Milo,settled,Pedro,Pedro,MID,,1,81,1511,yes
2017-18,Milo,settled,Benteke,Benteke,FWD,,1,84,2234,yes
2017-18,Milo,settled,Forster,Forster,GK,,1,73,1800,yes
2017-18,Robbie,settled,Kane,Kane,FWD,,470,217,3074,yes
2017-18,Robbie,settled,Sánchez,Sánchez,MID,,400,152,2546,yes
2017-18,Robbie,settled,Sigurdsson,Sigurdsson,MID,,340,96,2257,yes
2017-18,Robbie,auction,Firmino,Firmino,FWD,,270,181,2760,yes
2017-18,Robbie,settled,Alonso,Alonso,DEF,,200,165,2855,yes
2017-18,Robbie,auction,Richarlison,Richarlison,MID,,160,125,2817,yes
2017-18,Robbie,settled,J King,King,FWD,,80,110,2450,yes
2017-18,Robbie,auction,Ederson,Ederson,GK,,50,158,3195,yes
2017-18,Robbie,settled,Baines,Baines,DEF,,50,82,1909,yes
2017-18,Robbie,settled,Pickford,Pickford,GK,,22,145,3420,yes
2017-18,Robbie,settled,Kachunga,Kachunga,MID,,5,46,1327,yes
2017-18,Robbie,auction,Begovic,Begovic,GK,,1,112,3420,yes
2017-18,Robbie,rebid,Pickford,Pickford,GK,,1,145,3420,yes
2017-18,Robbie,rebid,Monreal,Monreal,DEF,,1,130,2241,yes
2017-18,Robbie,rebid,Robertson,Robertson,DEF,,1,111,1940,yes
2017-18,Robbie,rebid,Sigurdsson,Sigurdsson,MID,,1,96,2257,yes
2017-18,Robbie,rebid,Antonio,Antonio,MID,,1,62,1350,yes
2017-18,Robbie,rebid,Choupo-Moting,Choupo-Moting,MID,,1,107,2241,yes
2017-18,Robbie,settled,Bertrand,Bertrand,DEF,,1,103,3135,yes
2017-18,Robbie,settled,Daniels,Daniels,DEF,,1,94,3001,yes
2017-18,Robbie,settled,Antonio,Antonio,MID,,1,62,1350,yes
2017-18,Robbie,settled,Bernardo Silva,Bernardo Silva,MID,,1,112,1514,yes
2017-18,Robbie,settled,Rose,Rose,DEF,,1,24,800,yes
2017-18,Robbie,settled,Vardy,Vardy,FWD,,1,183,3248,yes
2017-18,Robbie,settled,Schmeichel,Schmeichel,GK,,1,123,2965,yes
2018-19,Alex,rebid,Lacazette,Lacazette,FWD,,700,166,2497,yes
2018-19,Alex,rebid,Alonso,Alonso,DEF,,590,161,2759,yes
2018-19,Alex,auction,Sterling,Sterling,MID,,550,234,2770,yes
2018-19,Alex,auction,Jesus,Jesus,FWD,,500,79,1017,yes
2018-19,Alex,auction,Lacazette,Lacazette,FWD,,300,166,2497,yes
2018-19,Alex,auction,David Silva,David Silva,MID,,260,143,2399,yes
2018-19,Alex,auction,Ramsey,Ramsey,MID,,240,91,1319,yes
2018-19,Alex,auction,Mahrez,Mahrez,MID,,200,102,1331,yes
2018-19,Alex,auction,Ward,Ward,DEF,,200,13,551,yes
2018-19,Alex,rebid,David Silva,David Silva,MID,,200,143,2399,yes
2018-19,Alex,rebid,Mahrez,Mahrez,MID,,200,102,1331,yes
2018-19,Alex,rebid,Zaha,Zaha,FWD,,200,143,3037,yes
2018-19,Alex,rebid,Azpilicueta,Azpilicueta,DEF,,200,158,3402,yes
2018-19,Alex,rebid,Rüdiger,Rüdiger,DEF,,200,116,2871,yes
2018-19,Alex,settled,David Silva,David Silva,MID,,200,143,2399,yes
2018-19,Alex,auction,Giroud,Giroud,FWD,,180,55,828,yes
2018-19,Alex,auction,Shaqiri,Shaqiri,MID,,120,88,1052,yes
2018-19,Alex,auction,Lascelles,Lascelles,DEF,,120,95,2745,yes
2018-19,Alex,rebid,Leno,Leno,GK,,110,106,2835,yes
2018-19,Alex,rebid,Morata,Morata,FWD,,100,46,936,yes
2018-19,Alex,rebid,Willian,Willian,MID,,100,108,2091,yes
2018-19,Alex,rebid,Pickford,Pickford,GK,,100,161,3420,yes
2018-19,Alex,settled,Morata,Morata,FWD,,100,46,936,yes
2018-19,Alex,rebid,Rose,Rose,DEF,,90,86,1792,yes
2018-19,Alex,settled,Rose,Rose,DEF,,90,86,1792,yes
2018-19,Alex,rebid,Keane,Keane,DEF,,80,129,2970,yes
2018-19,Alex,blind,Keane,Keane,DEF,,80,129,2970,yes
2018-19,Alex,settled,Keane,Keane,DEF,,80,129,2970,yes
2018-19,Alex,rebid,Townsend,Townsend,MID,,50,135,3007,yes
2018-19,Alex,rebid,Townsend,Townsend,MID,,50,135,3007,yes
2018-19,Alex,rebid,Pérez,Pérez,FWD,,30,141,2916,yes
2018-19,Alex,settled,Pérez,Pérez,FWD,,30,141,2916,yes
2018-19,Alex,rebid,Martial,Martial,MID,,20,122,1613,yes
2018-19,Alex,rebid,Milivojevic,Milivojevic,MID,,20,166,3420,yes
2018-19,Alex,rebid,Shaqiri,Shaqiri,MID,,20,88,1052,yes
2018-19,Alex,rebid,Keita,Keita,MID,,20,67,1385,yes
2018-19,Alex,settled,Martial,Martial,MID,,20,122,1613,yes
2018-19,Alex,settled,Milivojevic,Milivojevic,MID,,20,166,3420,yes
2018-19,Alex,auction,Sánchez,Sánchez,DEF,,10,78,1941,yes
2018-19,Alex,rebid,Townsend,Townsend,MID,,10,135,3007,yes
2018-19,Alex,rebid,Pickford,Pickford,GK,,10,161,3420,yes
2018-19,Alex,rebid,Wood,Wood,FWD,,10,131,2580,yes
2018-19,Alex,rebid,Sessegnon,Sessegnon,MID,,10,94,2291,yes
2018-19,Alex,rebid,Lamela,Lamela,MID,,10,67,965,yes
2018-19,Alex,rebid,Aurier,Aurier,DEF,,10,24,562,yes
2018-19,Alex,rebid,Iheanacho,Iheanacho,FWD,,10,58,924,yes
2018-19,Alex,rebid,Austin,Austin,FWD,,10,46,970,yes
2018-19,Alex,rebid,Austin,Austin,FWD,,10,46,970,yes
2018-19,Alex,blind,Pickford,Pickford,GK,,10,161,3420,yes
2018-19,Alex,settled,Townsend,Townsend,MID,,10,135,3007,yes
2018-19,Alex,settled,Pickford,Pickford,GK,,10,161,3420,yes
2018-19,Alex,auction,Mustafi,Mustafi,DEF,,1,80,2611,yes
2018-19,Alex,auction,Cech,Cech,GK,,1,24,585,yes
2018-19,Alex,auction,Zanka,Zanka,DEF,,1,67,2147,yes
2018-19,Alex,auction,Gomes,Gomes,GK,,1,0,0,yes
2018-19,Alex,rebid,Stones,Stones,DEF,,1,83,1761,yes
2018-19,Alex,rebid,Morrison,Morrison,DEF,,1,97,3039,yes
2018-19,Alex,rebid,Lössl,Lössl,GK,,1,99,2777,yes
2018-19,Alex,rebid,Kabasele,Kabasele,DEF,,1,36,1584,yes
